vehicle_id,event_time,speed_mps,speed_kmh,data_type
AV_1,2022-02-18 18:08:33,1.0,3.6,0
AV_1,2022-02-18 18:08:34,1.0,3.6,0
AV_1,2022-02-18 18:08:35,1.0,3.6,0
AV_1,2022-02-18 18:08:36,1.0,3.6,0
AV_1,2022-02-18 18:08:37,1.0,3.6,0
AV_1,2022-02-18 18:08:38,1.0,3.6,0
AV_1,2022-02-18 18:08:39,1.0,3.6,0
AV_1,2022-02-18 18:08:40,1.0,3.6,0
AV_1,2022-02-18 18:08:41,1.0,3.6,0
AV_1,2022-02-18 18:08:42,1.0,3.6,0
AV_1,2022-02-18 18:08:43,1.0,3.6,0
AV_1,2022-02-18 18:08:44,1.0,3.6,0
AV_1,2022-02-18 18:08:45,1.0,3.6,0
AV_1,2022-02-18 18:08:46,1.1,3.9600000000000004,0
AV_1,2022-02-18 18:08:47,1.0,3.6,0
AV_1,2022-02-18 18:08:48,1.0,3.6,0
AV_1,2022-02-18 18:08:49,1.0,3.6,0
AV_1,2022-02-18 18:08:50,1.0,3.6,0
AV_1,2022-02-18 18:08:51,1.0,3.6,0
AV_1,2022-02-18 18:08:52,1.0,3.6,0
AV_1,2022-02-18 18:08:53,1.0,3.6,0
AV_1,2022-02-18 18:08:54,1.0,3.6,0
AV_1,2022-02-18 18:08:55,1.0,3.6,0
AV_1,2022-02-18 18:08:56,1.0,3.6,0
AV_1,2022-02-18 18:08:57,1.0,3.6,0
AV_1,2022-02-18 18:08:58,1.0,3.6,0
AV_1,2022-02-18 18:08:59,1.0,3.6,0
AV_1,2022-02-18 18:09:00,1.0,3.6,0
AV_1,2022-02-18 18:09:01,1.0,3.6,0
AV_1,2022-02-18 18:09:02,1.0,3.6,0
AV_1,2022-02-18 18:09:03,1.0,3.6,0
AV_1,2022-02-18 18:09:04,1.0,3.6,0
AV_1,2022-02-18 18:09:05,1.0,3.6,0
AV_1,2022-02-18 18:09:06,1.0,3.6,0
AV_1,2022-02-18 18:09:07,1.0,3.6,0
