vehicle_id,event_time,speed_mps,speed_kmh,data_type
AV_1,2022-04-05 10:48:55,1.9,6.84,1
AV_1,2022-04-05 10:48:56,1.6,5.760000000000001,1
AV_1,2022-04-05 10:48:56,1.6,5.760000000000001,1
AV_1,2022-04-05 10:48:57,1.4,5.04,1
AV_1,2022-04-05 10:48:57,1.4,5.04,1
AV_1,2022-04-05 10:48:58,1.2,4.32,1
AV_1,2022-04-05 10:48:58,1.2,4.32,1
AV_1,2022-04-05 10:48:59,1.7,6.12,1
AV_1,2022-04-05 10:48:59,1.7,6.12,1
AV_1,2022-04-05 10:49:00,2.0,7.2,1
AV_1,2022-04-05 10:49:00,2.0,7.2,1
AV_1,2022-04-05 10:49:01,2.8,10.08,1
AV_1,2022-04-05 10:49:01,2.8,10.08,1
AV_1,2022-04-05 10:49:02,3.8,13.68,1
AV_1,2022-04-05 10:49:02,3.8,13.68,1
AV_1,2022-04-05 10:49:03,5.3,19.08,1
AV_1,2022-04-05 10:49:03,5.3,19.08,1
AV_1,2022-04-05 10:49:04,6.6,23.759999999999998,1
AV_1,2022-04-05 10:49:04,6.6,23.759999999999998,1
AV_1,2022-04-05 10:49:05,8.2,29.52,1
AV_1,2022-04-05 10:49:05,8.2,29.52,1
AV_1,2022-04-05 10:49:06,8.6,30.96,1
AV_1,2022-04-05 10:49:06,8.6,30.96,1
AV_1,2022-04-05 10:49:07,7.5,27.0,1
AV_1,2022-04-05 10:49:07,7.5,27.0,1
AV_1,2022-04-05 10:49:08,5.5,19.8,1
AV_1,2022-04-05 10:49:08,5.5,19.8,1
AV_1,2022-04-05 10:49:09,3.4,12.24,1
AV_1,2022-04-05 10:49:09,3.4,12.24,1
AV_1,2022-04-05 10:49:10,2.1,7.5600000000000005,1
AV_1,2022-04-05 10:49:10,2.1,7.5600000000000005,1
AV_1,2022-04-05 10:49:11,1.6,5.760000000000001,1
AV_1,2022-04-05 10:49:11,1.6,5.760000000000001,1
AV_1,2022-04-05 10:49:12,1.4,5.04,1
AV_1,2022-04-05 10:49:12,1.4,5.04,1
AV_1,2022-04-05 10:49:13,1.0,3.6,1
AV_1,2022-04-05 10:49:13,1.0,3.6,1
AV_1,2022-04-05 10:49:14,0.5,1.8,1
AV_1,2022-04-05 10:49:14,0.5,1.8,1
AV_1,2022-04-05 10:49:15,0.3,1.08,1
AV_1,2022-04-05 10:49:15,0.3,1.08,1
AV_1,2022-04-05 10:49:16,0.5,1.8,1
AV_1,2022-04-05 10:49:16,0.5,1.8,1
AV_1,2022-04-05 10:49:17,0.5,1.8,1
AV_1,2022-04-05 10:49:17,0.5,1.8,1
AV_1,2022-04-05 10:49:18,0.7,2.52,1
AV_1,2022-04-05 10:49:18,0.7,2.52,1
AV_1,2022-04-05 10:49:19,0.6,2.16,1
AV_1,2022-04-05 10:49:19,0.6,2.16,1
AV_1,2022-04-05 10:49:20,0.4,1.4400000000000002,1
AV_1,2022-04-05 10:49:20,0.4,1.4400000000000002,1
AV_1,2022-04-05 10:49:21,0.1,0.36000000000000004,1
AV_1,2022-04-05 10:49:21,0.1,0.36000000000000004,1
AV_1,2022-04-05 10:49:22,0.3,1.08,1
AV_1,2022-04-05 10:49:22,0.3,1.08,1
AV_1,2022-04-05 10:49:23,0.3,1.08,1
AV_1,2022-04-05 10:49:23,0.3,1.08,1
AV_1,2022-04-05 10:49:24,0.7,2.52,1
AV_1,2022-04-05 10:49:24,0.7,2.52,1
AV_1,2022-04-05 10:49:25,1.1,3.9600000000000004,1
AV_1,2022-04-05 10:49:25,1.1,3.9600000000000004,1
AV_1,2022-04-05 10:49:26,1.7,6.12,1
AV_1,2022-04-05 10:49:26,1.7,6.12,1
AV_1,2022-04-05 10:49:27,2.2,7.920000000000001,1
AV_1,2022-04-05 10:49:27,2.2,7.920000000000001,1
AV_1,2022-04-05 10:49:28,2.6,9.360000000000001,1
AV_1,2022-04-05 10:49:28,2.6,9.360000000000001,1
AV_1,2022-04-05 10:49:29,2.7,9.72,1
AV_1,2022-04-05 10:49:29,2.7,9.72,1
AV_1,2022-04-05 10:49:30,2.2,7.920000000000001,1
AV_1,2022-04-05 10:49:30,2.2,7.920000000000001,1
AV_1,2022-04-05 10:49:31,2.3,8.28,1
AV_1,2022-04-05 10:49:31,2.3,8.28,1
AV_1,2022-04-05 10:49:32,2.5,9.0,1
AV_1,2022-04-05 10:49:32,2.5,9.0,1
AV_1,2022-04-05 10:49:33,2.2,7.920000000000001,1
AV_1,2022-04-05 10:49:33,2.2,7.920000000000001,1
AV_1,2022-04-05 10:49:34,1.8,6.48,1
AV_1,2022-04-05 10:49:34,1.8,6.48,1
AV_1,2022-04-05 10:49:35,1.3,4.680000000000001,1
AV_1,2022-04-05 10:49:35,1.3,4.680000000000001,1
AV_1,2022-04-05 10:49:36,1.0,3.6,1
AV_1,2022-04-05 10:49:36,1.0,3.6,1
AV_1,2022-04-05 10:49:37,1.2,4.32,1
AV_1,2022-04-05 10:49:37,1.2,4.32,1
AV_1,2022-04-05 10:49:38,1.9,6.84,1
AV_1,2022-04-05 10:49:38,1.9,6.84,1
AV_1,2022-04-05 10:49:39,2.8,10.08,1
AV_1,2022-04-05 10:49:39,2.8,10.08,1
AV_1,2022-04-05 10:49:40,3.9,14.04,1
AV_1,2022-04-05 10:49:40,3.9,14.04,1
AV_1,2022-04-05 10:49:41,5.1,18.36,1
AV_1,2022-04-05 10:49:41,5.1,18.36,1
AV_1,2022-04-05 10:49:42,6.0,21.6,1
AV_1,2022-04-05 10:49:42,6.0,21.6,1
AV_1,2022-04-05 10:49:43,5.9,21.240000000000002,1
AV_1,2022-04-05 10:49:43,5.9,21.240000000000002,1
AV_1,2022-04-05 10:49:44,4.9,17.64,1
AV_1,2022-04-05 10:49:44,4.9,17.64,1
AV_1,2022-04-05 10:49:45,3.9,14.04,1
AV_1,2022-04-05 10:49:45,3.9,14.04,1
AV_1,2022-04-05 10:49:46,3.1,11.16,1
AV_1,2022-04-05 10:49:46,3.1,11.16,1
AV_1,2022-04-05 10:49:47,3.2,11.520000000000001,1
AV_1,2022-04-05 10:49:47,3.2,11.520000000000001,1
AV_1,2022-04-05 10:49:48,3.2,11.520000000000001,1
AV_1,2022-04-05 10:49:48,3.2,11.520000000000001,1
AV_1,2022-04-05 10:49:49,2.7,9.72,1
AV_1,2022-04-05 10:49:49,2.7,9.72,1
AV_1,2022-04-05 10:49:50,1.9,6.84,1
AV_1,2022-04-05 10:49:50,1.9,6.84,1
AV_1,2022-04-05 10:49:51,1.3,4.680000000000001,1
AV_1,2022-04-05 10:49:51,1.3,4.680000000000001,1
AV_1,2022-04-05 10:49:53,1.6,5.760000000000001,1
AV_1,2022-04-05 10:49:53,1.3,4.680000000000001,1
AV_1,2022-04-05 10:49:53,1.6,5.760000000000001,1
AV_1,2022-04-05 10:49:53,1.3,4.680000000000001,1
AV_1,2022-04-05 10:49:55,2.2,7.920000000000001,1
AV_1,2022-04-05 10:49:55,2.8,10.08,1
AV_1,2022-04-05 10:49:55,2.2,7.920000000000001,1
AV_1,2022-04-05 10:49:55,2.8,10.08,1
AV_1,2022-04-05 10:49:57,0.7,2.52,1
AV_1,2022-04-05 10:49:57,0.7,2.52,1
AV_1,2022-04-05 10:49:58,2.3,8.28,1
AV_1,2022-04-05 10:49:58,2.3,8.28,1
AV_1,2022-04-05 10:49:59,4.9,17.64,1
AV_1,2022-04-05 10:49:59,4.9,17.64,1
AV_1,2022-04-05 10:50:00,6.5,23.400000000000002,1
AV_1,2022-04-05 10:50:00,6.5,23.400000000000002,1
AV_1,2022-04-05 10:50:01,6.2,22.32,1
AV_1,2022-04-05 10:50:01,6.2,22.32,1
AV_1,2022-04-05 10:50:02,6.4,23.040000000000003,1
AV_1,2022-04-05 10:50:02,6.4,23.040000000000003,1
AV_1,2022-04-05 10:50:03,6.5,23.400000000000002,1
AV_1,2022-04-05 10:50:03,6.5,23.400000000000002,1
AV_1,2022-04-05 10:50:04,7.1,25.56,1
AV_1,2022-04-05 10:50:04,7.1,25.56,1
AV_1,2022-04-05 10:50:05,7.6,27.36,1
AV_1,2022-04-05 10:50:05,7.6,27.36,1
AV_1,2022-04-05 10:50:06,0.0,0.0,1
AV_1,2022-04-05 10:50:06,0.0,0.0,1
AV_1,2022-04-05 10:50:07,0.0,0.0,1
AV_1,2022-04-05 10:50:07,0.0,0.0,1
AV_1,2022-04-05 10:50:08,0.0,0.0,1
AV_1,2022-04-05 10:50:08,0.0,0.0,1
AV_1,2022-04-05 10:50:09,0.0,0.0,1
AV_1,2022-04-05 10:50:09,0.0,0.0,1
AV_1,2022-04-05 10:50:10,0.0,0.0,1
AV_1,2022-04-05 10:50:10,0.0,0.0,1
AV_1,2022-04-05 10:50:11,0.0,0.0,1
AV_1,2022-04-05 10:50:11,0.0,0.0,1
AV_1,2022-04-05 10:50:12,0.0,0.0,1
AV_1,2022-04-05 10:50:12,0.0,0.0,1
AV_1,2022-04-05 10:50:13,0.0,0.0,1
AV_1,2022-04-05 10:50:13,0.0,0.0,1
AV_1,2022-04-05 10:50:14,0.0,0.0,1
AV_1,2022-04-05 10:50:14,0.0,0.0,1
AV_1,2022-04-05 10:50:15,0.0,0.0,1
AV_1,2022-04-05 10:50:15,0.0,0.0,1
AV_1,2022-04-05 10:50:16,0.0,0.0,1
AV_1,2022-04-05 10:50:16,0.0,0.0,1
AV_1,2022-04-05 10:50:17,0.0,0.0,1
AV_1,2022-04-05 10:50:17,0.0,0.0,1
AV_1,2022-04-05 10:50:18,0.0,0.0,1
AV_1,2022-04-05 10:50:18,0.0,0.0,1
AV_1,2022-04-05 10:50:19,0.0,0.0,1
AV_1,2022-04-05 10:50:19,0.0,0.0,1
AV_1,2022-04-05 10:50:20,0.0,0.0,1
AV_1,2022-04-05 10:50:20,0.0,0.0,1
AV_1,2022-04-05 10:50:21,0.0,0.0,1
AV_1,2022-04-05 10:50:21,0.0,0.0,1
AV_1,2022-04-05 10:50:22,0.0,0.0,1
AV_1,2022-04-05 10:50:22,0.0,0.0,1
AV_1,2022-04-05 10:50:23,0.0,0.0,1
AV_1,2022-04-05 10:50:23,0.0,0.0,1
AV_1,2022-04-05 10:50:24,0.0,0.0,1
AV_1,2022-04-05 10:50:24,0.0,0.0,1
AV_1,2022-04-05 10:50:25,0.0,0.0,1
AV_1,2022-04-05 10:50:25,0.0,0.0,1
AV_1,2022-04-05 10:50:26,0.0,0.0,1
AV_1,2022-04-05 10:50:26,0.0,0.0,1
AV_1,2022-04-05 10:50:27,0.0,0.0,1
AV_1,2022-04-05 10:50:27,0.0,0.0,1
AV_1,2022-04-05 10:50:28,0.0,0.0,1
AV_1,2022-04-05 10:50:28,0.0,0.0,1
